AE,AZIZAEAD,"AZIZ EXCHANGE CO LLC"
AE,BARBAEADADH,"BANK OF BARODA"
AE,BARBAEADALN,"BANK OF BARODA"
AE,BARBAEADDEI,"BANK OF BARODA"
AE,BARBAEADIFC,"BANK OF BARODA"
AE,BARBAEADDUB,"BANK OF BARODA"
AE,BARBAEAD,"BANK OF BARODA"
AE,BARBAEADRAK,"BANK OF BARODA"
AE,BARBAEADSHJ,"BANK OF BARODA"
AE,BKCHAEAD,"BANK OF CHINA (DUBAI) BRANCH"
AE,BKCHAEAA,"BANK OF CHINA ABU DHABI BRANCH"
AE,BKIDAEAD,"BANK OF INDIA"
AE,NOSCAEAD,"BANK OF NOVA SCOTIA"
AE,SHARAEAS,"BANK OF SHARJAH, THE"
AE,ARCOAEA1,"BANK OF THE ARAB COAST"
AE,BOTKAEAD,"BANK OF TOKYO-MITSUBISHI UFJ, LTD.,"
AE,BOTKAEAA,"BANK OF TOKYO-MITSUBISHI UFJ, LTD., THE"
AE,MEDLAEAD,"BANKMED SAL (DUBAI)"
AE,BPCPAEAD,"BANQUE DE COMMERCE ET DE PLACEMENTS SA-DIFC BRANCH"
AE,BCAIAEAA802,"BANQUE MISR"
AE,BCAIAEAA,"BANQUE MISR"
AE,BCAIAEAA806,"BANQUE MISR"
AE,BCAIAEAA803,"BANQUE MISR"
AE,BCAIAEAA805,"BANQUE MISR"
AE,BCAIAEAA804,"BANQUE MISR"
AE,BARCAEADABU,"BARCLAYS BANK PLC"
AE,BARCAEAD,"BARCLAYS BANK PLC"
AE,BEFSAEA1,"BELTONE FINANCIAL SECURITIES-EMIRATES"
AE,BLOMAEAD,"BLOM BANK FRANCE S.A."
AE,BNPAAEAA,"BNP PARIBAS, ABU DHABI"
AE,BNPAAEAD,"BNP PARIBAS, DUBAI"
AE,BATSAE21,"BRITISH AMERICAN TOBACCO GCC DMCC"
AE,BATSAEA1,"BRITISH AMERICAN TOBACCO ME DMCC"
AE,CPUNAEA1,"CAPITAL UNION"
AE,CBAUAEAA,"CENTRAL BANK OF THE U.A.E."
AE,CTDTAEA1,"CENTRAL DEPOSITORY"
AE,PCBCAEAD,"CHINA CONSTRUCTION BANK (DUBAI) LTD"
AE,CIDAAEA1,"CIMD (DUBAI) LIMITED"
AE,CITIAEADDIF,"CITIBANK N.A."
AE,CITIAEADTRD,"CITIBANK N.A."
AE,CITIAEAD,"CITIBANK N.A."
AE,CITIAEA1,"CITIBANK, N.A."
AE,CITIAEA10AD,"CITIBANK, N.A."
AE,CITIAEA1TRD,"CITIBANK, N.A."
AE,CITIAEA10AS,"CITIBANK, N.A."
AE,CLBIAEADAD1,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADAN1,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADDB1,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADDB2,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEAD,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADRK2,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADRK1,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEA10AR,"COMMERCIAL BANK INTERNATIONAL"
AE,CLBIAEADSH1,"COMMERCIAL BANK INTERNATIONAL"
AE,CBDUAEADADH,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADAJM,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADAIN,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADGAR,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADAMS,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADSAF,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADDER,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADDXB,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADJAL,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADJUM,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADSAW,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEAD,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADRAK,"COMMERCIAL BANK OF DUBAI"
AE,CBDUAEADSHJ,"COMMERCIAL BANK OF DUBAI"
AE,COBAAEAD,"COMMERZBANK AG DUBAI BRANCH"
AE,CIBDAEA1,"CORPORATE INTERNATIONAL BUSINESS FINANCE"
AE,CACHAEA1,"CREDIT AGRICOLE CHEUVREUX MIDDLE EAST"
AE,BSUIAEAF,"CREDIT AGRICOLE CIB (DIFC BRANCH, REGULATED BY THEDFSA)"
AE,BSUIAEAD,"CREDIT AGRICOLE CIB (DUBAI BRANCH)"
AE,FBHLAEAD,"CREDIT EUROPE BANK (DUBAI) LTD"
AE,DBSSAEAD,"DBS BANK LTD"
AE,DEEXAEAD,"DESERT EXCHANGE"
AE,DEUTAEAA,"DEUTSCHE BANK AG"
AE,DEUTAEAD,"DEUTSCHE BANK AG"
AE,DNARAEAD,"DINAR EXCHANGE"
AE,DBFSAEAA,"DIRECT BROKER FOR FINANCIAL SERVICE"
AE,DOHBAEADABU,"DOHA BANK"
AE,DOHBAEAD,"DOHA BANK"
AE,DBXPAEAD,"DUBAI BANK PJSC"
AE,DEXEAEAD,"DUBAI EXCHANGE CENTRE L.L.C."
AE,DFMTAEA1,"DUBAI FINANCIAL MARKET, PJSC."
AE,DGCXAEAA,"DUBAI GOLD AND COMMODITIES EXCHANGE DMCC"
AE,DUIBAEADLCS,"DUBAI ISLAMIC BANK"
AE,DUIBAEADDEO,"DUBAI ISLAMIC BANK"
AE,DUIBAEADTOS,"DUBAI ISLAMIC BANK"
AE,DUIBAEAD,"DUBAI ISLAMIC BANK"
AE,FRIPAEA1,"DUBAI, FITCH RATINGS LTD (DUBAI BRANCH)"
AE,DUMNAEA1,"DUET MENA LIMITED"
AE,ECOXAEAD,"ECONOMIC EXCHANGE CENTRE"
AE,MPTDAEA1,"ED AND F MAN PROFESSIONAL TRADING (DUBAI) LIMITED"
AE,EFGHAEB1,"EFG-HERMES BROKERAGE - UAE LTD."
AE,EFGHAEA1,"EFG-HERMES UAE LIMITED"
AE,NILBAEAA,"EL-NILEIN BANK"
AE,EMFSAEA1,"EMAAR FINANCIAL SERVICES LLC"
AE,EMIBAEA1,"EMIRATES BANKS ASSOCIATION"
AE,EMDVAEAD,"EMIRATES DEVELOPMENT BANK"
AE,EINIAEA1,"EMIRATES INDIA INTERNATIONAL EXCHANGE"
AE,EIIEAEAD,"EMIRATES INDIA INTERNATIONAL EXCHANGE LPC"
AE,AEINAEAD,"EMIRATES INVESTMENT BANK P.J.S.C."
AE,MEBLAEADADC,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADAJS,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADDFR,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADRIQ,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADBUD,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADMRD,"EMIRATES ISLAMIC BANK"
AE,MEBLAEAD,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADFUJ,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADROS,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADSBA,"EMIRATES ISLAMIC BANK"
AE,MEBLAEADQFS,"EMIRATES ISLAMIC BANK"
AE,ENABAEA1,"EMIRATES NATIONAL BANK LTD"
AE,EBILAEADADB,"EMIRATES NBD BANK PJSC"
AE,EBILAEADAMR,"EMIRATES NBD BANK PJSC"
AE,EBILAEADSUK,"EMIRATES NBD BANK PJSC"
AE,EBILAEADBTA,"EMIRATES NBD BANK PJSC"
AE,EBILAEADBSQ,"EMIRATES NBD BANK PJSC"
AE,EBILAEADDMB,"EMIRATES NBD BANK PJSC"
AE,EBILAEADSEC,"EMIRATES NBD BANK PJSC"
AE,EBILAEADGAL,"EMIRATES NBD BANK PJSC"
AE,EBILAEADFIN,"EMIRATES NBD BANK PJSC"
AE,EBILAEADTFS,"EMIRATES NBD BANK PJSC"
AE,EBILAEAD,"EMIRATES NBD BANK PJSC"
AE,EBILAEADJAZ,"EMIRATES NBD BANK PJSC"
AE,EBILAEADJUM,"EMIRATES NBD BANK PJSC"
AE,EBILAEADKAM,"EMIRATES NBD BANK PJSC"
AE,EBILAEADQID,"EMIRATES NBD BANK PJSC"
AE,EBILAEADSAT,"EMIRATES NBD BANK PJSC"
AE,ESBDAEAD,"ES BANKERS DUBAI LIMITED"
AE,ESBDAEAD,"ES BANKERS DUBAI LIMITED"
AE,FEDXAEAA,"FEDERAL EXCHANGE"
AE,FEDXAEA1,"FEDERAL EXCHANGE"
AE,FHOUAEAD,"FINANCE HOUSE P.J.S.C"
AE,FGBMAEAA,"FIRST GULF BANK"
AE,FGFEAEA1,"FIRST GULF FINANCIAL SERVICES"
AE,GCCEAEAD,"GCC EXCHANGE"
AE,GPSSAEAD,"GENERAL PENSION AND SOCIAL SECURITY"
AE,RIBBAEAA,"GLOBAL INVESTMENT BANK LIMITED"
AE,GRIIAEA1,"GRIMALDI LTD."
AE,GUEEAEAD,"GULF EXPRESS EXCHANGE"
AE,GULFAEAA,"GULF INTERNATIONAL BANK B.S.C."
AE,GMGLAEA1,"GULF MERCHANT GROUP LLP"
AE,GMEFAEA1,"GWS MIDDLE EAST FZE"
AE,HBZUAEAD,"HABIB BANK AG ZURICH"
AE,HABBAEA10AA,"HABIB BANK LIMITED"
AE,HABBAEAD,"HABIB BANK LIMITED"
AE,HABBAEA10AS,"HABIB BANK LIMITED"
AE,ABSGAEAD,"HINDUJA BANK (MIDDLE EAST) LTD"
AE,HREXAEAD,"HORIZON EXCHANGE"
AE,BBMEAEADABU,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADALA,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADDIF,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADBDU,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEAD,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADFUJ,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADRKS,"HSBC BANK MIDDLE EAST LIMITED"
AE,BBMEAEADSHJ,"HSBC BANK MIDDLE EAST LIMITED"
AE,WDMEAEA1,"HSBC FINANCIAL SERVICES (MIDDLE EAST) LIMITED"
AE,HMEEAEA1,"HSBC MIDDLE EAST SECURITIES L.L.C (HMES)"
AE,ICICAEADCOP,"ICICI BANK LIMITED"
AE,ICICAEADGTS,"ICICI BANK LIMITED"
AE,ICICAEADTMO,"ICICI BANK LIMITED"
AE,ICICAEAD,"ICICI BANK LIMITED"
AE,IBKLAEAD,"IDBI BANK LTD"
AE,HEXCAEAA,"INDEX EXCHANGE LLC(FORMERLY HABIB EXCHANGE CO.L.L.C.)"
AE,ICBKAEAD,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED, DUBAI(DIFC) BRANCH"
AE,ICBKAEAA,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED-ABU DHABI BRANCH"
AE,IPIOAEA1,"INTERNATIONAL PETROLEUM INVESTMENT COMPANY"
AE,BCITAEAD,"INTESA SANPAOLO SPA"
AE,ADICAEAA,"INVEST AD"
AE,IBTFAEAS,INVESTBANK
AE,IFHOAEAA,"ISLAMIC FINANCE HOUSE PVT. JSC"
AE,IIICAEA1,"ITTIHAD INTERNATIONAL INVESTMENT L.L.C."
AE,JANBAEAAAUH,"JANATA BANK"
AE,JANBAEAA,"JANATA BANK"
AE,JANBAEAAALN,"JANATA BANK"
AE,JANBAEAADXB,"JANATA BANK"
AE,JANBAEAASHJ,"JANATA BANK"
AE,KISFAEA1,"KATOTA INVESTMENT SECTOR FZE"
AE,KBCKAEAD,"KBC ALDINI CAPITAL LIMITED"
AE,KOEXAEAD,"KEB HANA BANK ABUDHABI BRANCH (FORMERLY KOREA EXCHANGE BANK ABUDHABI BRANCH)"
AE,KHFXAEAD,"KHALIL AL FARDAN EXCHANGE"
AE,KTEFAEAD,"KUWAIT TURKISH PARTICIPATION BANK DUBAI LIMITED"
AE,LAEEAEAA,"LARI EXCHANGE"
AE,LDMEAEAD,"LOUIS DREYFUS COMMODITIES MEA TRADING DMCC"
AE,LULUAEAD,"LULU INTERNATIONAL EXCHANGE"
AE,MCCPAEA1,"MAC CAPITAL LIMITED"
AE,MSSUAEA1,"MAC SHARAF SECURITIES (UAE) LLC."
AE,MAFHAEAD,"MAJID AL FUTTAIM HOLDING LLC"
AE,MIFRAEA1,"MAKASEB ISLAMIC FINANCIAL SERVICES LLC"
AE,MSDLAEA1,"MARKET SECURITIES DUBAI LIMITED"
AE,MSSLAEA1,"MASHREQ SECURITIES LLC"
AE,BOMLAEADCSU,"MASHREQBANK PSC."
AE,BOMLAEADEBC,"MASHREQBANK PSC."
AE,BOMLAEADFTC,"MASHREQBANK PSC."
AE,BOMLAEADHDO,"MASHREQBANK PSC."
AE,BOMLAEADRAM,"MASHREQBANK PSC."
AE,BOMLAEADTID,"MASHREQBANK PSC."
AE,BOMLAEAD,"MASHREQBANK PSC."
AE,BOMLAEADGTS,"MASHREQBANK PSC."
AE,MUCBAEAD,"MCB BANK LIMITED"
AE,MFELAEA1,"MENA CORP FINANCIAL SERVICES LLC"
AE,MLINAEA1,"MERRILL LYNCH INTERNATIONAL"
AE,MFBCAEA1,"MIDDLE EAST FINANCIAL BROKERAGE COMPANY, L.L.C"
AE,MIEEAEA1,"MINISTRY OF ENERGY"
AE,MIRAAEAD,"MIRABAUD (MIDDLE EAST) LIMITED"
AE,HYMOAEA1,"MOBIS PARTS MIDDLE EAST FZE"
AE,MUBDAEAA,"MUBADALA DEVELOPMENT COMPANY PJSC"
AE,MULXAEAE,"MULTINET TRUST EXCHANGE"
AE,NSHOAEA1,"NAEEM SHARES AND BONDS"
AE,DIFXAEAA,"NASDAQ DUBAI LIMITED"
AE,NABEAEA1,"NASIM AL BARARI EXCHANGE"
AE,NBADAEAAAML,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADEF,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMIR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMUR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAARUW,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASLM,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASHB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAGO,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAMG,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAABAN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAABAT,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAABTB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACSU,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACMS,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACOL,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACOR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADAS,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADEL,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADCM,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAEST,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAIR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAIFU,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAISD,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAKMA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAKHB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAALWA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMZD,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAKHF,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMIN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMUS,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADIR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAONL,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASHM,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAREC,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACPU,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASSD,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAFSB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASYN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAATFO,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAVOS,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAWOC,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACOD,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAJM,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAALN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAACLO,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAAM,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAASN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAAQB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADEI,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADHC,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADUB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAJBL,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAMOE,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASZR,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAATFN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADIB,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAFUJ,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAQFA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAANAK,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAARAK,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAABA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAADHD,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAKAL,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAKFN,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASHA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAASIA,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAAUAQ,"NATIONAL BANK OF ABU DHABI"
AE,NBADAEAB,"NATIONAL BANK OF ABU DHABI HEAD OFFICE"
AE,NBOBAEAA,"NATIONAL BANK OF BAHRAIN"
AE,NBFUAEAFAUH,"NATIONAL BANK OF FUJAIRAH"
AE,NBFUAEAFDXB,"NATIONAL BANK OF FUJAIRAH"
AE,NBFUAEAFJBA,"NATIONAL BANK OF FUJAIRAH"
AE,NBFUAEAFFUJ,"NATIONAL BANK OF FUJAIRAH"
AE,NBFUAEAF,"NATIONAL BANK OF FUJAIRAH"
AE,NBFUAEAFSHJ,"NATIONAL BANK OF FUJAIRAH"
AE,NBOKAEAD,"NATIONAL BANK OF KUWAIT (S.A.K.)."
AE,NBOMAEAD,"NATIONAL BANK OF OMAN"
AE,NRAKAEAK,"NATIONAL BANK OF RAS AL-KHAIMAH, THE"
AE,UMMQAEAD,"NATIONAL BANK OF UMM AL QAIWAIN PSC."
AE,UMMQAEADFXD,"NATIONAL BANK OF UMM AL QAIWAIN PSC."
AE,NECXAEAD,"NATIONAL EXCHANGE COMPANY"
AE,INSNAEA1,"NATIONAL INVESTMENT AND SECURITIES CORP (NISCORP)"
AE,NATXAEAD,"NATIXIS DUBAI"
AE,NISLAEAD,"NOOR BANK P.J.S.C."
AE,OACAAEA1,"OASIS CAPITAL LIMITED"
AE,OCCDAEA1,"OASIS CRESCENT CAPITAL (DIFC) LIMITED"
AE,OECOAEAD,"ORIENT EXCHANGE CO.(L.L.C.)"
AE,PRELAEA1,"PRIME EMIRATES L.L.C"
AE,PCFIAEA1,"PROMETHEUS CAPITAL FINANCE LIMTED"
AE,PUNBAEAD,"PUNJAB NATIONAL BANK"
AE,QACAAEA1,"QATAR CAPITAL LTD"
AE,RSMLAEAD,"RASMALA INVESTMENT BANK LTD."
AE,RAECAEAD,"REDHA AL ANSARI EXCHANGE"
AE,ROYCAEA1,"ROYAL BANK OF CANADA"
AE,SAJWAEAD,"SAJWANI EXCHANGE"
AE,SAMBAEAD,"SAMBA FINANCIAL GROUP"
AE,SECTAEA1710,"SAMSUNG GULF ELECTRONICS CO., LTD."
AE,SECTAEA1,"SAMSUNG GULF ELECTRONICS CO., LTD."
AE,SCTSAEA1,"SCT BANKERS"
AE,SHEXAEA1,"SHARAF EXCHANGE LLC"
AE,SIFEAEA1,"SHARJA ISLAMIC FINANCIAL SERVICES"
AE,NBSHAEAS,"SHARJAH ISLAMIC BANK"
AE,SHBKAEAD,"SHINHAN BANK CO LTD. DUBAI BRANCH"
AE,AGEIAEA1,"SHUAA CAPITAL P.S.C."
AE,SHCPAEAD,"SHUAA CAPITAL PSC"
AE,SMBCAEAD,"SMBC DUBAI"
AE,SCERAEA1,"SORINET COMERCIAL TRUST"
AE,SCBLAEADABD,"STANDARD CHARTERED BANK"
AE,SCBLAEADDIF,"STANDARD CHARTERED BANK"
AE,SCBLAEAD,"STANDARD CHARTERED BANK"
AE,SBINAEAD,"STATE BANK OF INDIA"
AE,FIWSAEA1,"SWISS INVESTMENT BANK PLC"
AE,TIBIAEAD,"TABARAK INVESTMENT BANK LIMITED"
AE,TBRAAEA1,"TABRA AND AL NIBAL EXCHANGE"
AE,ABNAAEADAUH,"THE ROYAL BANK OF SCOTLAND PLC UNITED ARAB EMIRATES (FORMERLY KNOWN AS RBS NV)"
AE,ABNAAEADSHJ,"THE ROYAL BANK OF SCOTLAND PLC UNITED ARAB EMIRATES (FORMERLY KNOWN AS RBS NV)"
AE,ABNAAEAD,"THE ROYAL BANK OF SCOTLAND PLC UNITED ARAB EMIRATES (FORMERLY KNOWN AS RBS NV)"
AE,UAEXAEAA,"U.A.E. EXCHANGE CENTRE"
